,Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code
2296,LT17,Wednesday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,420,DAO2702/​DAO2702X/​RE2708
2297,LT17,Wednesday,1,1830,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,CS5322
2298,LT17,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,320,CS2040C
2299,LT17,Tuesday,F1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,420,DAO2703
2300,LT17,Tuesday,F2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,420,DAO2703
2301,LT17,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,320,BT2101
2302,LT17,Tuesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,IS4228
2303,LT17,Monday,A2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,400,FIN2704/​FIN2704X/​RE2706
2304,LT17,Monday,A1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,400,FIN2704/​FIN2704X/​RE2706
2305,LT17,Monday,1,2030,2130,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,150,CS5340
2306,LT17,Monday,1,1830,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CS5340
2307,LT17,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,GESS1018
2308,LT17,Friday,1,2030,2130,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,180,CS5228
2309,LT17,Friday,1,1830,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,180,CS5228
2310,LT17,Friday,1,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,240,CS4226
2311,LT17,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,240,CS4226
2312,AS2-0201,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7",Sectional Teaching,15,SEA5301B
2313,AS4-0601,Monday,4,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2314,AS4-0601,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2315,AS4-0601,Monday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2316,AS4-0601,Monday,3,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2317,AS4-0601,Monday,6,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2318,AS4-0601,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAV1201
2319,AS4-0601,Friday,2,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2320,AS4-0601,Friday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG3201
2321,AS4-0601,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,22,LAM2201
2322,AS4-0601,Friday,13,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS1201
2323,AS4-0601,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAT4203/​LAT4203HM
2324,AS4-0601,Wednesday,4,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2325,AS4-0601,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2326,AS4-0601,Wednesday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAM1201
2327,AS4-0601,Thursday,3,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2328,AS4-0601,Thursday,5,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2329,AS4-0601,Thursday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG2201
2330,AS4-0601,Thursday,6,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAM1201
2331,AS4-0601,Thursday,6,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS1201
2332,AS4-0601,Tuesday,5,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB1201
2333,AS4-0601,Tuesday,4,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG3201
2334,AS4-0601,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG3201
2335,AS4-0601,Tuesday,7,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAM1201
2336,AS4-0601,Tuesday,5,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2337,AS4-0601,Tuesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAT2201
2338,AS4-0328,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB2201
2339,AS4-0328,Monday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB2201
2340,AS4-0328,Monday,7,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAM1201
2341,AS4-0328,Monday,4,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2342,AS4-0328,Monday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAR1201
2343,AS4-0328,Friday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB2201
2344,AS4-0328,Friday,3,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF2201
2345,AS4-0328,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2346,AS4-0328,Friday,11,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS1201
2347,AS4-0328,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAB2201
2348,AS4-0328,Wednesday,5,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2349,AS4-0328,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAM1201
2350,AS4-0328,Wednesday,3,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK3201
2351,AS4-0328,Tuesday,6,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2352,AS4-0328,Tuesday,9,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2353,AS4-0328,Tuesday,11,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2354,AS4-0328,Tuesday,12,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2355,AS4-0328,Tuesday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2356,AS4-0328,Tuesday,13,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2357,AS4-0328,Thursday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2358,AS4-0328,Thursday,13,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2359,AS4-0328,Thursday,11,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2360,AS4-0328,Thursday,12,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2361,AS4-0328,Thursday,5,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAM1201
2362,AS4-0328,Thursday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAR3201
2363,AS4-0603,Tuesday,5,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2364,AS4-0603,Tuesday,9,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2365,AS4-0603,Tuesday,10,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2366,AS4-0603,Tuesday,6,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2367,AS4-0603,Tuesday,7,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2368,AS4-0603,Tuesday,8,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2369,AS4-0603,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2370,AS4-0603,Monday,3,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2371,AS4-0603,Monday,4,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2372,AS4-0603,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2201
2373,AS4-0603,Monday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,LAG4201/​LAG4201HM
2374,AS4-0603,Thursday,6,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2375,AS4-0603,Thursday,5,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2376,AS4-0603,Thursday,7,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2377,AS4-0603,Thursday,9,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2378,AS4-0603,Thursday,10,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2379,AS4-0603,Thursday,8,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2380,AS4-0603,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2381,AS4-0603,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2201
2382,AS4-0603,Wednesday,3,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2383,AS4-0603,Wednesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2384,AS4-0603,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,LAC4201/​LAC4201HM
2385,AS4-0603,Friday,3,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2386,AS4-0603,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAT4201/​LAT4201HM
2387,AS4-0603,Friday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAV1201
2388,AS4-0603,Friday,3,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK3201
2389,AS4-0603,Friday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAR1201
2390,AS4-0335,Wednesday,2,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2391,AS4-0335,Wednesday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2201
2392,AS4-0335,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF2201
2393,AS4-0335,Wednesday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS3201
2394,AS4-0335,Monday,2,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC1201
2395,AS4-0335,Monday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2201
2396,AS4-0335,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC3202
2397,AS4-0335,Monday,8,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2398,AS4-0335,Monday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG2201
2399,AS4-0335,Monday,4,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS1201
2400,AS4-0335,Friday,11,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2401,AS4-0335,Friday,12,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2402,AS4-0335,Friday,10,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2403,AS4-0335,Friday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAT2201
2404,AS4-0335,Friday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAT2201
2405,AS4-0335,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAV3201
2406,AS4-0335,Tuesday,7,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2407,AS4-0335,Tuesday,4,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2408,AS4-0335,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2409,AS4-0335,Tuesday,4,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2410,AS4-0335,Tuesday,3,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2411,AS4-0335,Tuesday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2412,AS4-0335,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2413,AS4-0335,Thursday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2414,AS4-0335,Thursday,3,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2415,AS4-0335,Thursday,4,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2416,AS4-0335,Thursday,5,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2417,AS3-0308,Thursday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2201
2418,AS3-0308,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2202
2419,AS3-0308,Thursday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAF4202/​LAF4202HM
2420,AS3-0308,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAT3201
2421,AS3-0308,Thursday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS1201
2422,AS3-0308,Tuesday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2201
2423,AS3-0308,Tuesday,3,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF2201
2424,AS3-0308,Tuesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAF4202/​LAF4202HM
2425,AS3-0308,Tuesday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK3201
2426,AS3-0308,Tuesday,A2,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,16,LAJ3204
2427,AS3-0308,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC2202
2428,AS3-0308,Monday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2429,AS3-0308,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2430,AS3-0308,Monday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2431,AS3-0308,Wednesday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC3201
2432,AS3-0308,Wednesday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
2433,AS3-0308,Wednesday,5,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK2201
2434,AS3-0308,Wednesday,4,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2435,AS3-0308,Friday,4,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2436,AS3-0308,Friday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF2201
2437,AS3-0308,Friday,3,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG2201
2438,AS3-0308,Friday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAT3202
2439,AS3-0308,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAF4203/​LAF4203HM
2440,AS4-0602,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC3201
2441,AS4-0602,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2442,AS4-0602,Monday,5,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2443,AS4-0602,Monday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2444,AS4-0602,Monday,3,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2445,AS4-0602,Monday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAR3201
2446,AS4-0602,Wednesday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,LAG4201/​LAG4201HM
2447,AS4-0602,Wednesday,8,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2448,AS4-0602,Wednesday,10,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2449,AS4-0602,Wednesday,9,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2450,AS4-0602,Thursday,6,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2451,AS4-0602,Thursday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2452,AS4-0602,Thursday,5,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2453,AS4-0602,Thursday,4,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2454,AS4-0602,Thursday,7,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2455,AS4-0602,Thursday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2456,AS4-0602,Tuesday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2457,AS4-0602,Tuesday,4,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2458,AS4-0602,Tuesday,5,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2459,AS4-0602,Tuesday,7,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2460,AS4-0602,Tuesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2461,AS4-0602,Tuesday,6,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2462,AS4-0602,Friday,8,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2463,AS4-0602,Friday,10,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2464,AS4-0602,Friday,9,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAK1201
2465,AS4-0602,Friday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,22,LAM2201
2466,AS4-0602,Friday,4,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAS1201
2467,AS3-0309,Friday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAC3201
2468,AS3-0309,Friday,B4,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,LAJ3201
2469,AS3-0309,Friday,2,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAT1201
2470,AS3-0309,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,LAC4201/​LAC4201HM
2471,AS3-0309,Tuesday,2,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF2201
2472,AS3-0309,Tuesday,A13,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,16,LAJ1201
2473,AS3-0309,Tuesday,A6,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,LAJ2202
2474,AS3-0309,Tuesday,A7,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,LAJ2202
2475,AS3-0309,Tuesday,A3,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,16,LAJ3204
2476,AS3-0309,Wednesday,4,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF1201
2477,AS3-0309,Wednesday,B2,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,LAJ2202
2478,AS3-0309,Wednesday,B1,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,LAJ2202
2479,AS3-0309,Wednesday,B3,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,LAJ2202
2480,AS3-0309,Monday,A2,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,LAJ2202
