Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code,module_entities,relationships
AS5-0309,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,MS2211,"[('MS2211', 'MODULE')]",[]
AS5-0309,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,CH4224/​CH4224HM,"[('CH4224/\u200bCH4224HM', 'MODULE')]",[]
AS5-0309,Wednesday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,PH3207,"[('PH3207', 'MODULE')]",[]
AS5-0309,Wednesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SWM5245,"[('SWM5245', 'MODULE')]",[]
AS8-0401,Wednesday,2,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5339,"[('CHC5339', 'MODULE')]",[]
AS8-0401,Wednesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,5,NM4260/​NM4260HM,"[('NM4260/\u200bNM4260HM', 'MODULE')]",[]
AS8-0401,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,76,SC3101/​EU3224,"[('SC3101/\u200bEU3224', 'MODULE')]",[]
AS8-0401,Tuesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,60,ACE5404,"[('ACE5404', 'MODULE')]",[]
AS8-0401,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,EC3381,"[('EC3381', 'MODULE')]",[]
AS8-0401,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,35,EC4398/​EC4398HM,"[('EC4398/\u200bEC4398HM', 'MODULE')]",[]
AS8-0401,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,GE3210,"[('GE3210', 'MODULE')]",[]
AS8-0401,Thursday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,70,ACE5413,"[('ACE5413', 'MODULE')]",[]
AS8-0401,Thursday,W2,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,27,NM3205,"[('NM3205', 'MODULE')]",[]
AS8-0401,Thursday,D1,1400,1600,"3, 5, 7, 9, 11, 13",Tutorial,25,HY2235,"[('HY2235', 'MODULE')]",[]
AS8-0401,Thursday,E1,1400,1600,"4, 6, 8, 10, 12",Tutorial,2,GES1011/​GESS1009,"[('GES1011/\u200bGESS1009', 'MODULE')]",[]
AS8-0401,Thursday,1,800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,GL3201,"[('GL3201', 'MODULE')]",[]
AS8-0401,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,PS2266,"[('PS2266', 'MODULE')]",[]
AS8-0401,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,HY2237,"[('HY2237', 'MODULE')]",[]
AS8-0401,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,AN1101E,"[('AN1101E', 'MODULE')]",[]
AS8-0401,Monday,E2,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,MS1102E,"[('MS1102E', 'MODULE')]",[]
AS8-0401,Monday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,DMA1401L01,"[('DMA1401L01', 'MODULE')]",[]
AS2-0413,Monday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5343,"[('CHC5343', 'MODULE')]",[]
AS2-0413,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,EC3314,"[('EC3314', 'MODULE')]",[]
AS2-0413,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,EN2209,"[('EN2209', 'MODULE')]",[]
AS2-0413,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,PH2222,"[('PH2222', 'MODULE')]",[]
AS2-0413,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,INT2101,"[('INT2101', 'MODULE')]",[]
AS2-0413,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,1,EN6881/​EN5247R/​ENC5247,"[('EN6881/\u200bEN5247R/\u200bENC5247', 'MODULE')]",[]
AS2-0413,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,1,EL5203R/​ELC5203,"[('EL5203R/\u200bELC5203', 'MODULE')]",[]
AS2-0413,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,PS3311,"[('PS3311', 'MODULE')]",[]
AS2-0413,Thursday,1,800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,SC3211,"[('SC3211', 'MODULE')]",[]
AS2-0413,Tuesday,W05,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC3102,"[('EC3102', 'MODULE')]",[]
AS2-0413,Tuesday,W04,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,27,EC3333,"[('EC3333', 'MODULE')]",[]
AS2-0413,Tuesday,W05,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,27,EC3333,"[('EC3333', 'MODULE')]",[]
AS2-0413,Tuesday,W03,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,27,EC3333,"[('EC3333', 'MODULE')]",[]
AS2-0413,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,GE3253,"[('GE3253', 'MODULE')]",[]
AS2-0413,Tuesday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,16,MS2213,"[('MS2213', 'MODULE')]",[]
AS2-0413,Tuesday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,2,GEH1009/​GEX1000,"[('GEH1009/\u200bGEX1000', 'MODULE')]",[]
AS2-0413,Tuesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,54,LAJ3202,"[('LAJ3202', 'MODULE')]",[]
AS2-0413,Friday,W10,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC3102,"[('EC3102', 'MODULE')]",[]
AS2-0413,Friday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,50,SWD5120,"[('SWD5120', 'MODULE')]",[]
AS2-0413,Friday,T1,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,LAB4201/​LAB4201HM,"[('LAB4201/\u200bLAB4201HM', 'MODULE')]",[]
AS2-0413,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAL1201,"[('LAL1201', 'MODULE')]",[]
AS2-0413,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,50,EL2102,"[('EL2102', 'MODULE')]",[]
AS2-0413,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,EL2151,"[('EL2151', 'MODULE')]",[]
AS2-0413,Wednesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,50,SWD5105,"[('SWD5105', 'MODULE')]",[]
AS4-0115,Wednesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH6253,"[('CH6253', 'MODULE')]",[]
AS4-0115,Wednesday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,JSC5206,"[('JSC5206', 'MODULE')]",[]
AS4-0115,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SEA5213,"[('SEA5213', 'MODULE')]",[]
AS4-0115,Tuesday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,CH2391,"[('CH2391', 'MODULE')]",[]
AS4-0115,Tuesday,W04,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2303,"[('EC2303', 'MODULE')]",[]
AS4-0115,Tuesday,E5,1600,1800,"4, 6, 8, 10, 12",Tutorial,1,GES1012/​GESS1010,"[('GES1012/\u200bGESS1010', 'MODULE')]",[]
AS4-0115,Tuesday,D1,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,1,GES1012/​GESS1010,"[('GES1012/\u200bGESS1010', 'MODULE')]",[]
AS4-0115,Tuesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,PH3245,"[('PH3245', 'MODULE')]",[]
AS4-0115,Tuesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SWM5104,"[('SWM5104', 'MODULE')]",[]
AS4-0115,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,EN3242,"[('EN3242', 'MODULE')]",[]
AS4-0115,Monday,D3,800,1000,"3, 5, 7, 9, 11, 13",Tutorial,2,GEH1077/​GEC1030,"[('GEH1077/\u200bGEC1030', 'MODULE')]",[]
AS4-0115,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,SE3214,"[('SE3214', 'MODULE')]",[]
AS4-0115,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,SE4225/​SE4225HM,"[('SE4225/\u200bSE4225HM', 'MODULE')]",[]
AS4-0115,Monday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SEA5214,"[('SEA5214', 'MODULE')]",[]
AS4-0115,Friday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,24,TS4221/​TS4221HM,"[('TS4221/\u200bTS4221HM', 'MODULE')]",[]
AS4-0115,Friday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,2,GEH1013/​GEC1003,"[('GEH1013/\u200bGEC1003', 'MODULE')]",[]
AS4-0115,Friday,D2,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,1,GES1012/​GESS1010,"[('GES1012/\u200bGESS1010', 'MODULE')]",[]
AS4-0115,Friday,E1,1600,1800,"4, 6, 8, 10, 12",Tutorial,20,AN3209,"[('AN3209', 'MODULE')]",[]
AS4-0115,Friday,D1,1600,1800,"3, 5, 7, 9, 11",Tutorial,20,AN3209,"[('AN3209', 'MODULE')]",[]
AS4-0115,Friday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SEA5224,"[('SEA5224', 'MODULE')]",[]
AS4-0115,Friday,5,800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG3201,"[('LAG3201', 'MODULE')]",[]
AS4-0115,Thursday,D2,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,24,HY3227,"[('HY3227', 'MODULE')]",[]
AS4-0115,Thursday,E4,1200,1400,"4, 6, 8, 10, 12",Tutorial,1,GES1012/​GESS1010,"[('GES1012/\u200bGESS1010', 'MODULE')]",[]
AS4-0115,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,PH3250,"[('PH3250', 'MODULE')]",[]
AS4-0115,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,PS6770,"[('PS6770', 'MODULE')]",[]
AS4-0115,Thursday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SEA5223,"[('SEA5223', 'MODULE')]",[]
AS3-0302,Monday,D1,1400,1600,"3, 5, 7, 9, 11, 13",Tutorial,25,CH1101E,"[('CH1101E', 'MODULE')]",[]
AS3-0302,Monday,D2,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,25,CH1101E,"[('CH1101E', 'MODULE')]",[]
AS3-0302,Monday,D3,1800,2000,"3, 5, 7, 9, 11",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Monday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,20,JS2216,"[('JS2216', 'MODULE')]",[]
AS3-0302,Monday,E2,1600,1800,"4, 6, 8, 10, 12",Tutorial,2,GET1026/​GEX1012,"[('GET1026/\u200bGEX1012', 'MODULE')]",[]
AS3-0302,Monday,D6,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,25,HS2922,"[('HS2922', 'MODULE')]",[]
AS3-0302,Monday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,GL3201,"[('GL3201', 'MODULE')]",[]
AS3-0302,Monday,D5,800,1000,"3, 5, 7, 9, 11, 13",Tutorial,25,PL3106,"[('PL3106', 'MODULE')]",[]
AS3-0302,Monday,E1,1800,2000,"4, 6, 8, 10, 12",Tutorial,20,SC2208,"[('SC2208', 'MODULE')]",[]
AS3-0302,Monday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,20,SC2209,"[('SC2209', 'MODULE')]",[]
AS3-0302,Monday,E5,800,1000,"4, 6, 8, 10, 12",Tutorial,20,SC2220,"[('SC2220', 'MODULE')]",[]
AS3-0302,Thursday,E3,1400,1600,"4, 6, 8, 10, 12",Tutorial,25,TRA2101,"[('TRA2101', 'MODULE')]",[]
AS3-0302,Thursday,E2,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Thursday,D2,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Thursday,E1,1800,2000,"4, 6, 8, 10, 12",Tutorial,25,NM2101,"[('NM2101', 'MODULE')]",[]
AS3-0302,Thursday,D1,1800,2000,"3, 5, 7, 9, 11",Tutorial,28,NM2101,"[('NM2101', 'MODULE')]",[]
AS3-0302,Thursday,D2,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,25,HY1101E,"[('HY1101E', 'MODULE')]",[]
AS3-0302,Thursday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,PS3271,"[('PS3271', 'MODULE')]",[]
AS3-0302,Thursday,D4,1400,1600,"3, 5, 7, 9, 11",Tutorial,20,SC2220,"[('SC2220', 'MODULE')]",[]
AS3-0302,Tuesday,E6,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Tuesday,D5,1800,2000,"3, 5, 7, 9, 11",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Tuesday,E5,1800,2000,"4, 6, 8, 10, 12",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Tuesday,E2,1400,1600,"4, 6, 8, 10, 12",Tutorial,5,GEH1024/​GEC1039,"[('GEH1024/\u200bGEC1039', 'MODULE')]",[]
AS3-0302,Tuesday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,10,GET1028/​GEX1014,"[('GET1028/\u200bGEX1014', 'MODULE')]",[]
AS3-0302,Tuesday,D5,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,25,HS2922,"[('HS2922', 'MODULE')]",[]
AS3-0302,Tuesday,D2,800,1000,"3, 5, 7, 9, 11",Tutorial,25,PS1101E,"[('PS1101E', 'MODULE')]",[]
AS3-0302,Tuesday,D1,1600,1800,"3, 5, 7, 9, 11",Tutorial,20,SC2208,"[('SC2208', 'MODULE')]",[]
AS3-0302,Tuesday,D1,1400,1600,"3, 5, 7, 9, 11",Tutorial,20,SC2220,"[('SC2220', 'MODULE')]",[]
AS3-0302,Tuesday,D1,1200,1400,"3, 5, 7, 9, 11",Tutorial,5,GEH1056/​GEC1020,"[('GEH1056/\u200bGEC1020', 'MODULE')]",[]
AS3-0302,Tuesday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,2,GEH1009/​GEX1000,"[('GEH1009/\u200bGEX1000', 'MODULE')]",[]
AS3-0302,Friday,E4,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Friday,D4,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,NM1101E,"[('NM1101E', 'MODULE')]",[]
AS3-0302,Friday,D3,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,25,HY1101E,"[('HY1101E', 'MODULE')]",[]
AS3-0302,Friday,E2,1600,1800,"4, 6, 8, 10, 12",Tutorial,20,HY3257,"[('HY3257', 'MODULE')]",[]
AS3-0302,Friday,D1,1600,1800,"3, 5, 7, 9, 11",Tutorial,25,PS1101E,"[('PS1101E', 'MODULE')]",[]
AS3-0302,Friday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,PS1101E,"[('PS1101E', 'MODULE')]",[]
AS3-0302,Friday,E3,800,1000,"4, 6, 8, 10, 12",Tutorial,19,SC1101E,"[('SC1101E', 'MODULE')]",[]
AS3-0302,Friday,D1,1400,1600,"3, 5, 7, 9, 11",Tutorial,19,SC2212,"[('SC2212', 'MODULE')]",[]
AS3-0302,Friday,D5,1800,2000,"3, 5, 7, 9, 11",Tutorial,20,SC2220,"[('SC2220', 'MODULE')]",[]
AS3-0302,Friday,E3,1800,2000,"4, 6, 8, 10, 12",Tutorial,20,SC2220,"[('SC2220', 'MODULE')]",[]
AS3-0302,Friday,E1,1400,1600,"4, 6, 8, 10, 12",Tutorial,20,SC2220,"[('SC2220', 'MODULE')]",[]
AS3-0302,Friday,D1,800,1000,"3, 5, 7, 9, 11",Tutorial,20,SC3216,"[('SC3216', 'MODULE')]",[]
AS3-0302,Wednesday,D2,1200,1400,"3, 5, 7, 9, 11",Tutorial,20,NM2209,"[('NM2209', 'MODULE')]",[]
AS3-0302,Wednesday,D5,1800,2000,"3, 5, 7, 9, 11",Tutorial,25,HS2903,"[('HS2903', 'MODULE')]",[]
AS3-0302,Wednesday,W03,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC3343,"[('EC3343', 'MODULE')]",[]
AS3-0302,Wednesday,E2,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,PH2222,"[('PH2222', 'MODULE')]",[]
AS3-0302,Wednesday,D2,800,1000,"3, 5, 7, 9, 11",Tutorial,25,GL1101E,"[('GL1101E', 'MODULE')]",[]
AS3-0302,Wednesday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,PS3215,"[('PS3215', 'MODULE')]",[]
AS3-0302,Wednesday,E10,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,PL3105,"[('PL3105', 'MODULE')]",[]
AS3-0214,Thursday,D3,1400,1600,"3, 5, 7, 9, 11, 13",Tutorial,25,CH1101E,"[('CH1101E', 'MODULE')]",[]
AS3-0214,Thursday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,0,GES1014/​GESS1012,"[('GES1014/\u200bGESS1012', 'MODULE')]",[]
AS3-0214,Thursday,E2,1400,1600,"4, 6, 8, 10, 12",Tutorial,1,GES1014/​GESS1012,"[('GES1014/\u200bGESS1012', 'MODULE')]",[]
AS3-0214,Thursday,D4,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,HS2919,"[('HS2919', 'MODULE')]",[]
AS3-0214,Thursday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,2,GET1026/​GEX1012,"[('GET1026/\u200bGEX1012', 'MODULE')]",[]
AS3-0214,Thursday,E2,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,SN1101E,"[('SN1101E', 'MODULE')]",[]
AS3-0214,Thursday,E4,1800,2000,"4, 6, 8, 10, 12",Tutorial,2,GES1007/​GESS1005,"[('GES1007/\u200bGESS1005', 'MODULE')]",[]
AS3-0214,Thursday,D4,1600,1800,"3, 5, 7, 9, 11",Tutorial,25,GEN2000,"[('GEN2000', 'MODULE')]",[]
AS3-0214,Thursday,D1,1200,1400,"3, 5, 7, 9, 11",Tutorial,25,SE3211,"[('SE3211', 'MODULE')]",[]
AS3-0214,Monday,D2,1200,1400,"3, 5, 7, 9, 11",Tutorial,25,GEN2003,"[('GEN2003', 'MODULE')]",[]
AS3-0214,Monday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,GEN2003,"[('GEN2003', 'MODULE')]",[]
AS3-0214,Monday,D3,1400,1600,"3, 5, 7, 9, 11",Tutorial,25,GEN2003,"[('GEN2003', 'MODULE')]",[]
AS3-0214,Monday,E4,1400,1600,"4, 6, 8, 10, 12",Tutorial,25,HS2921,"[('HS2921', 'MODULE')]",[]
AS3-0214,Monday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,PS2249,"[('PS2249', 'MODULE')]",[]
AS3-0214,Monday,E3,1200,1400,"4, 6, 8, 10, 12",Tutorial,20,PL3239,"[('PL3239', 'MODULE')]",[]
AS3-0214,Monday,D1,1600,1800,"3, 5, 7, 9, 11",Tutorial,20,AN2205,"[('AN2205', 'MODULE')]",[]
AS3-0214,Monday,E1,1600,1800,"4, 6, 8, 10, 12",Tutorial,15,SN3275,"[('SN3275', 'MODULE')]",[]
AS3-0214,Friday,E2,1200,1400,"4, 6, 8, 10, 12",Tutorial,2,GES1011/​GESS1009,"[('GES1011/\u200bGESS1009', 'MODULE')]",[]
AS3-0214,Friday,D3,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,25,HS2922,"[('HS2922', 'MODULE')]",[]
AS3-0214,Friday,E3,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,HS2921,"[('HS2921', 'MODULE')]",[]
AS3-0214,Friday,D1,1400,1600,"3, 5, 7, 9, 11",Tutorial,25,PS2255,"[('PS2255', 'MODULE')]",[]
AS3-0214,Friday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,GL1101E,"[('GL1101E', 'MODULE')]",[]
AS3-0214,Friday,E9,1400,1600,"4, 6, 8, 10, 12",Tutorial,25,PL3103,"[('PL3103', 'MODULE')]",[]
AS3-0214,Friday,D1,1600,1800,"3, 5, 7, 9, 11",Tutorial,20,SC3206,"[('SC3206', 'MODULE')]",[]
AS3-0214,Friday,E3,1800,2000,"4, 6, 8, 10, 12",Tutorial,5,GEH1062/​GEC1024,"[('GEH1062/\u200bGEC1024', 'MODULE')]",[]
AS3-0214,Friday,D3,1800,2000,"3, 5, 7, 9, 11",Tutorial,5,GEH1062/​GEC1024,"[('GEH1062/\u200bGEC1024', 'MODULE')]",[]
AS3-0214,Friday,D1,800,1000,"3, 5, 7, 9, 11",Tutorial,5,GEH1062/​GEC1024,"[('GEH1062/\u200bGEC1024', 'MODULE')]",[]
AS3-0214,Friday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,SE1101E,"[('SE1101E', 'MODULE')]",[]
AS3-0214,Wednesday,D3,800,1000,"3, 5, 7, 9, 11",Tutorial,25,HS2919,"[('HS2919', 'MODULE')]",[]
AS3-0214,Wednesday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,10,GET1028/​GEX1014,"[('GET1028/\u200bGEX1014', 'MODULE')]",[]
AS3-0214,Wednesday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,PS3311,"[('PS3311', 'MODULE')]",[]
AS3-0214,Wednesday,E4,800,1000,"4, 6, 8, 10, 12",Tutorial,19,SC1101E,"[('SC1101E', 'MODULE')]",[]
AS3-0214,Wednesday,D1,1200,1400,"3, 5, 7, 9, 11",Tutorial,5,GES1028/​GESS1020,"[('GES1028/\u200bGESS1020', 'MODULE')]",[]
AS3-0214,Wednesday,E4,1800,2000,"4, 6, 8, 10, 12",Tutorial,5,GEH1062/​GEC1024,"[('GEH1062/\u200bGEC1024', 'MODULE')]",[]
AS3-0214,Wednesday,D2,1800,2000,"3, 5, 7, 9, 11",Tutorial,20,AN1101E,"[('AN1101E', 'MODULE')]",[]
AS3-0214,Wednesday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,20,AN3203,"[('AN3203', 'MODULE')]",[]
AS3-0214,Tuesday,D1,1200,1400,"3, 5, 7, 9, 11",Tutorial,25,HS2919,"[('HS2919', 'MODULE')]",[]
AS3-0214,Tuesday,D2,1400,1600,"3, 5, 7, 9, 11",Tutorial,25,HS2919,"[('HS2919', 'MODULE')]",[]
AS3-0214,Tuesday,E2,800,1000,"4, 6, 8, 10, 12",Tutorial,25,PS2237,"[('PS2237', 'MODULE')]",[]
AS3-0214,Tuesday,D2,1600,1800,"3, 5, 7, 9, 11",Tutorial,25,PS2204,"[('PS2204', 'MODULE')]",[]
AS3-0214,Tuesday,E4,1600,1800,"4, 6, 8, 10, 12",Tutorial,19,SC2212,"[('SC2212', 'MODULE')]",[]
AS3-0214,Tuesday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,5,GEH1056/​GEC1020,"[('GEH1056/\u200bGEC1020', 'MODULE')]",[]
AS3-0214,Tuesday,D5,800,1000,"3, 5, 7, 9, 11",Tutorial,5,GES1028/​GESS1020,"[('GES1028/\u200bGESS1020', 'MODULE')]",[]
AS3-0214,Tuesday,E1,1400,1600,"4, 6, 8, 10, 12",Tutorial,20,AN2101,"[('AN2101', 'MODULE')]",[]
AS3-0214,Tuesday,E1,1800,2000,"4, 6, 8, 10, 12",Tutorial,20,AN3203,"[('AN3203', 'MODULE')]",[]
AS3-0214,Tuesday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,20,SN2271,"[('SN2271', 'MODULE')]",[]
AS3-0214,Tuesday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,GEN2000,"[('GEN2000', 'MODULE')]",[]
LT14,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,CH1101E,"[('CH1101E', 'MODULE')]",[]
LT14,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,EC4372/​EC4372HM,"[('EC4372/\u200bEC4372HM', 'MODULE')]",[]
