module_entities,properties
{'GET1028/\u200bGEX1014'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'SC2228'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'AN1101E'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'GEN2050Y'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'GEN2062X'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'PL3106'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'SW4225/\u200bSW4225HM'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'SC3216'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'AN3203'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'CH2121'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'EN3227'},"{'Day': 'Wednesday', 'Start Time': 1300, 'End Time': 1400}"
{'EN3227'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1300}"
{'PL4880H/\u200bPL4880HHM'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'NM2220'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'NM4258/\u200bNM4258HM'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'GES1041/\u200bGESS1029'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'PS3237'},"{'Day': 'Tuesday', 'Start Time': 800, 'End Time': 1000}"
{'PL4208/\u200bPL4208HM'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'EC3332'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1000}"
{'EC3332'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1100}"
{'EC3332'},"{'Day': 'Thursday', 'Start Time': 1100, 'End Time': 1200}"
{'EL4253/\u200bEL4253HM'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1500}"
{'GEH1054/\u200bGEC1018'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1800}"
{'SWD5106'},"{'Day': 'Thursday', 'Start Time': 1830, 'End Time': 2130}"
{'EC4306/\u200bEC4306HM'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1500}"
{'PL4205/\u200bPL4205HM'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1800}"
{'LAR2201'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'EC4354/\u200bEC4354HM'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1500}"
{'EL5206R/\u200bEL6881/\u200bELC5206'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'EN3224'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'PL4235/\u200bPL4235HM'},"{'Day': 'Friday', 'Start Time': 1500, 'End Time': 1800}"
{'CH3248'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1800}"
{'NM3245'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'EC1101E'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1400}"
{'EC6322'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1300}"
{'GES1002/\u200bGESS1000'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1500}"
{'NMC5341'},"{'Day': 'Thursday', 'Start Time': 1830, 'End Time': 2130}"
{'EC6882'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1300}"
{'EL1101E'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1600}"
{'EL1101E'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1500}"
{'PE3101P'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'ACE5410'},"{'Day': 'Wednesday', 'Start Time': 1830, 'End Time': 2130}"
{'EC4394/\u200bEC4394HM'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'EL3206'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1800}"
{'PS3272'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'PS4303/\u200bPS4303HM'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1500}"
{'SWD5103'},"{'Day': 'Monday', 'Start Time': 1830, 'End Time': 2130}"
{'PS2204'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'PS3215'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'SW2105'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'CH3225'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1800}"
{'HY5302'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1500}"
{'MS4101/\u200bMS4101HM'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'NMC5306'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1600}"
{'TPS5202'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'TPS5242'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'TPS5241'},"{'Day': 'Friday', 'Start Time': 1500, 'End Time': 1800}"
{'GL4101/\u200bGL4101HM'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'JS4230/\u200bJS4230HM'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1800}"
{'MS4880A/\u200bMS4880AHM'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'SC3206'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'AN3209'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GEC1042'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'PLS8005'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NG5001'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1900}"
{'GEN2062X'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'GEN2062X'},"{'Day': 'Monday', 'Start Time': 800, 'End Time': 1000}"
{'GESS1032'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'PLS8001'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'PLS8001'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'NG5001'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1900}"
{'GEC1042'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'PLS8001'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'PLS8003'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'PLS8003'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'PLS8004'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'PLS8004'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'PLS8005'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'PLS8001'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1500}"
{'PLS8005'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1500}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2061X'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'GEN2060Y'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'PLS8005'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'PLS8005'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'PLS8005'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'LAS4203/\u200bLAS4203HM'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2000}"
{'NG5001'},"{'Day': 'Wednesday', 'Start Time': 1300, 'End Time': 1600}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GET1030/\u200bGEI1002'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'PLS8003'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'GEC1042'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GET1030/\u200bGEI1002'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 800, 'End Time': 1000}"
{'LAS2201'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'LAS2201'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'GEN2062X'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEN2062X'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GET1030/\u200bGEI1002'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2001'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'LAC3204'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'GEN2070X'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'GEN2060X'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'LAB4201/\u200bLAB4201HM'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'LAT4201/\u200bLAT4201HM'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'LAS4203/\u200bLAS4203HM'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'GEN2050X'},"{'Day': 'Monday', 'Start Time': 800, 'End Time': 1000}"
{'LAC1201'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'LAC1201'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'LAV2201'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2060X'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
{'GEN2050X'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'GET1030/\u200bGEI1002'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2001'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1030/\u200bGESS1035'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'GEC1042'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GEH1015/\u200bGEC1005'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1500}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 800, 'End Time': 1000}"
{'NG5001'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1800}"
{'GES1038/\u200bGESS1027'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1038/\u200bGESS1027'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2000}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'GEN2001'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 800, 'End Time': 1000}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
{'NG5001'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1300}"
{'GEN2050Y'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2050Y'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'GEN2062X'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2004'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'ETP5341'},"{'Day': 'Wednesday', 'Start Time': 1415, 'End Time': 1730}"
{'GEN2062X'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GET1030/\u200bGEI1002'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2001'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2004'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2004'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEN2004'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'LAK3201'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'ISD5103'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'GEN2062X'},"{'Day': 'Tuesday', 'Start Time': 800, 'End Time': 1000}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'TIE2030'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2030}"
{'TIE2030'},"{'Day': 'Thursday', 'Start Time': 2030, 'End Time': 2130}"
{'GEN2061X'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2001'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2001'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2004'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'GEH1015/\u200bGEC1005'},"{'Day': 'Monday', 'Start Time': 1100, 'End Time': 1200}"
{'GEH1015/\u200bGEC1005'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1100}"
{'LAS3202'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'GEC1042'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'GEN2004'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'GEN2002X'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
{'GEN2002Y'},"{'Day': 'Friday', 'Start Time': 1700, 'End Time': 2100}"
{'NMC5306'},"{'Day': 'Saturday', 'Start Time': 900, 'End Time': 1600}"
{'MEM5102'},"{'Day': 'Saturday', 'Start Time': 1400, 'End Time': 1700}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'PL1101E'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GES1028/\u200bGESS1020'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'CS5478/\u200bCS4278'},"{'Day': 'Tuesday', 'Start Time': 2030, 'End Time': 2130}"
{'CS5478/\u200bCS4278'},"{'Day': 'Tuesday', 'Start Time': 1830, 'End Time': 2030}"
{'NM3205'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 1900}"
{'GEN2001'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'GE3254'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'PL2132'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'SC4101/\u200bSC4101HM'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'DSS5201'},"{'Day': 'Monday', 'Start Time': 1900, 'End Time': 2200}"
{'EC3101'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'PL3105'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'CS3241'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'IT5006'},"{'Day': 'Friday', 'Start Time': 1830, 'End Time': 1930}"
{'EC3343'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'PL3106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'CS5446/\u200bCS4246'},"{'Day': 'Wednesday', 'Start Time': 1830, 'End Time': 2030}"
{'GES1002/\u200bGESS1000'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'PL1101E'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'PL3103'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'CS3235'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GES1005/\u200bGESS1003'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'LAF3201'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NG5001'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1800}"
{'TBA3222'},"{'Day': 'Thursday', 'Start Time': 1930, 'End Time': 2130}"
{'TBA3222'},"{'Day': 'Thursday', 'Start Time': 1830, 'End Time': 1930}"
{'GEN2060X'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'GES1038/\u200bGESS1027'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1038/\u200bGESS1027'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GESS1032'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'PLS8003'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'PLS8003'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'NG5001'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1015/\u200bGEC1005'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1600}"
{'GEN2050X'},"{'Day': 'Monday', 'Start Time': 800, 'End Time': 1000}"
{'PLS8003'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'LAG2201'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NG5001'},"{'Day': 'Wednesday', 'Start Time': 1500, 'End Time': 1800}"
{'NG5001'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'GEN2061X'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'NG5001'},"{'Day': 'Friday', 'Start Time': 1300, 'End Time': 1600}"
{'GES1038/\u200bGESS1027'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'GE1101E'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GET1025/\u200bGEX1011'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'CS5223'},"{'Day': 'Thursday', 'Start Time': 1830, 'End Time': 2030}"
{'NM5218/\u200bNM5218R'},"{'Day': 'Monday', 'Start Time': 1830, 'End Time': 2130}"
{'EC3322'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GE2215'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NM2220'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'ECA5102'},"{'Day': 'Tuesday', 'Start Time': 1830, 'End Time': 2130}"
{'HY2253'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1062/\u200bGEC1024'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'CS1010J'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'ECA5101'},"{'Day': 'Wednesday', 'Start Time': 1830, 'End Time': 2130}"
{'GEH1053/\u200bGEC1017'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1053/\u200bGEC1017'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'EN1101E'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'HS2914'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'SC2212'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'GEC1042'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'GEN2001'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'GET1050/\u200bGEI1001'},"{'Day': 'Tuesday', 'Start Time': 800, 'End Time': 1000}"
{'GES1030/\u200bGESS1035'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'TBA4230'},"{'Day': 'Tuesday', 'Start Time': 1930, 'End Time': 2130}"
{'TBA4230'},"{'Day': 'Tuesday', 'Start Time': 1830, 'End Time': 1930}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEH1015/\u200bGEC1005'},"{'Day': 'Wednesday', 'Start Time': 1300, 'End Time': 1400}"
{'GEH1015/\u200bGEC1005'},"{'Day': 'Wednesday', 'Start Time': 1400, 'End Time': 1500}"
{'MT5007'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'GEN2061X'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'GEH1070/\u200bGEC1044'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1030/\u200bGESS1035'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'GES1030/\u200bGESS1035'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'MT5001'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2100}"
{'NMC5323'},"{'Day': 'Saturday', 'Start Time': 900, 'End Time': 1600}"
{'ACE5407'},"{'Day': 'Saturday', 'Start Time': 830, 'End Time': 1630}"
{'GEN2004'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'MT5012'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2100}"
{'GEN2061X'},"{'Day': 'Monday', 'Start Time': 800, 'End Time': 1000}"
{'CLC2204'},"{'Day': 'Monday', 'Start Time': 1300, 'End Time': 1600}"
{'GES1035/\u200bGESS1025'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
