Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code
AS3-0212,Wednesday,W2,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,24,HS2914
AS3-0212,Monday,W01,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0212,Monday,W02,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,27,EC3333
AS3-0212,Monday,W03,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,3,GET1023/​GEX1010
AS3-0212,Monday,W01,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,3,GET1023/​GEX1010
AS3-0212,Monday,W02,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,3,GET1023/​GEX1010
AS3-0212,Monday,A6,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,16,LAJ1201
AS3-0212,Tuesday,W03,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0212,Tuesday,W05,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0212,Tuesday,W05,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,2,GET1023/​GEX1010
AS3-0212,Tuesday,W06,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,2,GET1023/​GEX1010
AS3-0212,Tuesday,W04,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,3,GET1023/​GEX1010
AS3-0212,Tuesday,W2,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,JS1101E
AS3-0212,Tuesday,W3,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,JS1101E
AS3-0212,Tuesday,W1,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,JS1101E
AS3-0212,Tuesday,W4,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,JS1101E
AS3-0212,Friday,W15,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0212,Friday,W14,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0212,Friday,W16,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0212,Friday,W08,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,3,GES1002/​GESS1000
AS3-0212,Friday,W07,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,3,GES1002/​GESS1000
AS3-0212,Friday,W5,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,24,HS2914
AS3-0212,Friday,W4,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,24,HS2914
AS6-0215B,Monday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,20,NM2209
AS6-0215B,Monday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,20,NM2209
AS6-0215B,Monday,W1,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,NM3217
AS6-0215B,Monday,W2,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,NM3217
AS6-0215B,Monday,W2,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,23,NM2103
AS6-0215B,Wednesday,W3,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,NM2220
AS6-0215B,Wednesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,3,NM4231/​NM4231HM
AS6-0215B,Thursday,W2,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,NM2220
AS6-0215B,Thursday,W4,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,NM3217
AS6-0215B,Friday,W5,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,NM3217
AS6-0215B,Friday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,3,NM4208/​NM4208HM
AS6-0215B,Tuesday,W3,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,23,NM2103
AS6-0215B,Tuesday,W5,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,23,NM2103
AS6-0215B,Tuesday,W6,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,23,NM2103
AS6-0215B,Tuesday,W4,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,23,NM2103
AS6-0215B,Tuesday,W1,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,23,NM2103
AS6-0338,Wednesday,E2,1200,1400,"4, 6, 8, 10, 12",Tutorial,20,NM2209
AS6-0338,Wednesday,W1,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,NM2220
AS6-0338,Thursday,W3,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,NM2104
AS6-0338,Thursday,W5,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,NM2104
AS6-0338,Thursday,W6,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,NM2104
AS6-0338,Thursday,W4,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,NM2104
AS6-0338,Thursday,2,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,3,NM4247/​NM4247HM
AS6-0338,Tuesday,W2,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,NM2104
AS6-0338,Tuesday,W10,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1008/​GEX1005
AS6-0338,Tuesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,5,NM4238/​NM4238HM
AS6-0338,Tuesday,D1,1400,1600,"3, 5, 7, 9, 11",Tutorial,25,HS2903
AS6-0338,Monday,W8,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1008/​GEX1005
AS6-0338,Monday,W2,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,15,GET1008/​GEX1005
AS6-0338,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,3,NM4247/​NM4247HM
AS6-0338,Monday,W1,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,22,NM3243
LT12,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,85,NM2219
LT12,Thursday,2,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,100,ECA5101
LT12,Thursday,1,1900,2200,"7, 8, 9, 10, 12, 13",Lecture,120,FE5221
LT12,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,125,EC3332
LT12,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,HS2919
LT12,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,125,PS2249
LT12,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,GEH1056/​GEC1020
LT12,Friday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,LAJ2203
LT12,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,100,ECA5102
LT12,Monday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,100,ECA5103
LT12,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,SE1101E
LT12,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,IS4103
LT12,Wednesday,2,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,100,ECA5103
LT12,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PL3240
LT12,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,81,SW1101E
LT12,Wednesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,48,LAJ3204
LT12,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PS2240
LT12,Tuesday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,CS5469/​CS4269
LT12,Tuesday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Lecture,120,FE5209
AS4-0604,Tuesday,W1,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,27,NM3205
AS4-0604,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,47,ELC5104
AS4-0604,Tuesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,PLC5005
AS4-0604,Friday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,EN5241/​EN5241R
AS4-0604,Friday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,GE3206
AS4-0604,Friday,12,1200,1400,"3, 4",Tutorial,25,GEN2050X
AS4-0604,Monday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,46,EL5102/​EL5102R
AS4-0604,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,PLC5002
AS4-0604,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,SW2101
AS4-0604,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,SW3217
AS4-0604,Wednesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,23,PLC5003
AS4-0604,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,8,SW4223/​SW4223HM
AS4-0604,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,PLC5004
AS4-0604,Thursday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,PLC5006
AS4-0604,Thursday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,PL4234/​PL4234HM
AS4-0604,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,PL4242/​PL4242HM
AS3-0306,Thursday,W4,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,22,NM3243
AS3-0306,Thursday,W11,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0306,Thursday,W06,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC3102
AS3-0306,Thursday,W13,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Thursday,W14,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Thursday,W12,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Thursday,W15,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Thursday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAK4203/​LAK4203HM
AS3-0306,Monday,W04,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0306,Monday,W05,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0306,Monday,W01,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Monday,W02,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Monday,W04,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,EC3101
AS3-0306,Monday,W1,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Monday,W3,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Monday,W2,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Monday,W9,0800,0900,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Monday,A4,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,LAJ2202
AS3-0306,Tuesday,W06,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0306,Tuesday,W04,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0306,Tuesday,W04,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Tuesday,W4,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Tuesday,W6,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Tuesday,W7,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Tuesday,W5,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Wednesday,W10,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0306,Wednesday,W07,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Wednesday,W08,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Wednesday,W11,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Wednesday,W09,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Wednesday,W8,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Friday,W17,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Friday,W18,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0306,Friday,W3,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EN1101E
AS3-0306,Friday,W5,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,1,GEH1053/​GEC1017
AS3-0306,Friday,W6,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,1,GEH1053/​GEC1017
AS3-0306,Friday,W18,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Friday,W10,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Friday,W11,0800,0900,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Friday,W17,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0306,Friday,W16,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,GET1029/​GEX1015
AS3-0307,Wednesday,W3,1800,2000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,22,NM3243
AS3-0307,Wednesday,W12,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Wednesday,W13,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Wednesday,W14,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Wednesday,W15,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Wednesday,W16,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Wednesday,W17,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Friday,W32,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Friday,W31,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Friday,W28,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Friday,W27,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Friday,W30,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Friday,W29,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Tuesday,W11,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Tuesday,W07,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Tuesday,W06,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Tuesday,W05,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Tuesday,W06,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0307,Tuesday,W03,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0307,Tuesday,W04,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2104
AS3-0307,Tuesday,W03,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2104
AS3-0307,Tuesday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,LAK4201/​LAK4201HM
AS3-0307,Thursday,W18,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0307,Thursday,W12,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Thursday,W13,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Thursday,W12,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0307,Thursday,W13,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0307,Thursday,W14,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2102
AS3-0307,Thursday,W10,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2303
AS3-0307,Thursday,W09,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2303
AS3-0307,Thursday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,LAR4201/​LAR4201HM
AS3-0307,Monday,W01,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Monday,W02,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2101
AS3-0307,Monday,W05,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,EC3101
AS3-0307,Monday,W01,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,EC3101
AS3-0307,Monday,W02,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,EC3101
AS3-0307,Monday,W02,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,15,EC3381
AS3-0307,Monday,3,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG3201
AS3-0215,Monday,E2,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,HS2903
AS3-0215,Monday,D2,1200,1400,"3, 5, 7, 9, 11",Tutorial,25,HS2903
AS3-0215,Monday,W03,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0215,Monday,W02,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
AS3-0215,Monday,D4,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,25,HS2922
AS3-0215,Monday,E2,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,PS1101E
AS3-0215,Monday,D3,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,25,PL3105
AS3-0215,Monday,E8,0800,1000,"4, 6, 8, 10, 12",Tutorial,25,PL3106
AS3-0215,Monday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,5,GES1028/​GESS1020
AS3-0215,Monday,D2,0800,1000,"3, 5, 7, 9, 11",Tutorial,5,GES1028/​GESS1020
AS3-0215,Tuesday,E4,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,HS2903
AS3-0215,Tuesday,E5,1400,1600,"4, 6, 8, 10, 12",Tutorial,25,HS2903
AS3-0215,Tuesday,D2,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,25,HY2237
AS3-0215,Tuesday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,20,PH2301
AS3-0215,Tuesday,D4,1800,2000,"3, 5, 7, 9, 11, 13",Tutorial,25,PL3105
AS3-0215,Tuesday,E1,1600,1800,"4, 6, 8, 10, 12",Tutorial,20,SC3211
AS3-0215,Tuesday,D1,1400,1600,"3, 5, 7, 9, 11",Tutorial,20,SC3213
AS3-0215,Tuesday,D1,1200,1400,"3, 5, 7, 9, 11",Tutorial,19,SC3101/​EU3224
AS3-0215,Tuesday,D8,0800,1000,"3, 5, 7, 9, 11",Tutorial,1,SC4101/​SC4101HM
AS3-0215,Tuesday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,20,AN2101
AS3-0215,Thursday,W11,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,EC3101
AS3-0215,Thursday,D1,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,25,HY2237
AS3-0215,Thursday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,30,AH2101
AS3-0215,Thursday,D1,0800,1000,"3, 5, 7, 9, 11, 13",Tutorial,25,HS2922
AS3-0215,Thursday,E6,0800,1000,"4, 6, 8, 10, 12",Tutorial,25,PL3105
AS3-0215,Thursday,D6,1400,1600,"3, 5, 7, 9, 11",Tutorial,1,SC4101/​SC4101HM
AS3-0215,Thursday,E2,1400,1600,"4, 6, 8, 10, 12",Tutorial,5,GEH1056/​GEC1020
AS3-0215,Thursday,D3,1800,2000,"3, 5, 7, 9, 11",Tutorial,5,GES1028/​GESS1020
AS3-0215,Thursday,E3,1600,1800,"4, 6, 8, 10, 12",Tutorial,5,GES1028/​GESS1020
AS3-0215,Thursday,E2,1800,2000,"4, 6, 8, 10, 12",Tutorial,20,SN2213
AS3-0215,Thursday,D2,1600,1800,"3, 5, 7, 9, 11",Tutorial,25,SE3211
AS3-0215,Wednesday,D4,1200,1400,"3, 5, 7, 9, 11",Tutorial,25,GEN2003
AS3-0215,Wednesday,D1,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,8,GET1025/​GEX1011
AS3-0215,Wednesday,E8,1200,1400,"4, 6, 8, 10, 12",Tutorial,25,PL3103
AS3-0215,Wednesday,E7,1800,2000,"4, 6, 8, 10, 12",Tutorial,25,PL3105
AS3-0215,Wednesday,D3,0800,1000,"3, 5, 7, 9, 11",Tutorial,20,SC3213
AS3-0215,Wednesday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,5,GES1028/​GESS1020
AS3-0215,Wednesday,E4,0800,1000,"4, 6, 8, 10, 12",Tutorial,5,GES1028/​GESS1020
AS3-0215,Friday,E3,1200,1400,"4, 6, 8, 10, 12",Tutorial,30,AH2101
AS3-0215,Friday,E2,1400,1600,"4, 6, 8, 10, 12",Tutorial,25,PH2242
AS3-0215,Friday,E1,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,PS2258
